"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","64.3","","","","1"
"2020","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","61.9","","","","1"
"2021","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","63.4","","","","1"
"2022","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","63.6","","","","1"
"2023","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","62.2","","","","1"
"2024","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","61.6","","","","1"
"2025","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","61.9","","","","1"
"2015","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","73.1","","","","1"
"2016","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","72.0","","","","1"
"2017","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","71.7","","","","1"
"2018","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","71.8","","","","1"
"2019","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","70.6","","","","1"
"2020","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","68.2","","","","1"
"2021","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","69.4","","","","1"
"2022","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","69.3","","","","1"
"2023","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","68.6","","","","1"
"2024","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","66.5","","","","1"
"2025","Canada","2021A000011124","Participation rate","Some postsecondary","Men+","25 years and over","Percent","239","units","0","v2583457","1.9.5.2.3","67.5","","","","1"
"2015","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","59.3","","","","1"
"2016","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","58.2","","","","1"
"2017","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","58.1","","","","1"
"2018","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","57.1","","","","1"
"2019","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","57.9","","","","1"
"2020","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","55.1","","","","1"
"2021","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","56.9","","","","1"
"2022","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","56.9","","","","1"
"2023","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","54.9","","","","1"
"2024","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","55.9","","","","1"
"2025","Canada","2021A000011124","Participation rate","Some postsecondary","Women+","25 years and over","Percent","239","units","0","v2584267","1.9.5.3.3","55.2","","","","1"
"2015","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","73.2","","","","1"
"2016","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","72.5","","","","1"
"2017","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","71.9","","","","1"
"2018","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","71.7","","","","1"
"2019","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","72.0","","","","1"
"2020","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","69.4","","","","1"
"2021","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","69.6","","","","1"
"2022","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","68.9","","","","1"
"2023","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","68.9","","","","1"
"2024","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","68.6","","","","1"
"2025","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Total - Gender","25 years and over","Percent","239","units","0","v2582648","1.9.6.1.3","67.9","","","","1"
"2015","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","77.6","","","","1"
"2016","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","76.8","","","","1"
"2017","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","76.2","","","","1"
"2018","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","75.9","","","","1"
"2019","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","76.2","","","","1"
"2020","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","73.9","","","","1"
"2021","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","74.1","","","","1"
"2022","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","73.3","","","","1"
"2023","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","73.4","","","","1"
"2024","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","73.0","","","","1"
"2025","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583458","1.9.6.2.3","72.7","","","","1"
"2015","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","68.9","","","","1"
"2016","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","68.3","","","","1"
"2017","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","67.6","","","","1"
"2018","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","67.7","","","","1"
"2019","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","67.7","","","","1"
"2020","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","64.8","","","","1"
"2021","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","65.1","","","","1"
"2022","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","64.6","","","","1"
"2023","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","64.5","","","","1"
"2024","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","64.1","","","","1"
"2025","Canada","2021A000011124","Participation rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584268","1.9.6.3.3","63.0","","","","1"
"2015","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.8","","","","1"
"2016","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.6","","","","1"
"2017","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.8","","","","1"
"2018","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.4","","","","1"
"2019","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","76.9","","","","1"
"2020","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","76.2","","","","1"
"2021","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.9","","","","1"
"2022","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.4","","","","1"
"2023","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.7","","","","1"
"2024","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.7","","","","1"
"2025","Canada","2021A000011124","Participation rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582649","1.9.7.1.3","77.7","","","","1"
"2015","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.9","","","","1"
"2016","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.5","","","","1"
"2017","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.5","","","","1"
"2018","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.2","","","","1"
"2019","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","78.6","","","","1"
"2020","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","78.1","","","","1"
"2021","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.8","","","","1"
"2022","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.2","","","","1"
"2023","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.2","","","","1"
"2024","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.9","","","","1"
"2025","Canada","2021A000011124","Participation rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583459","1.9.7.2.3","79.5","","","","1"
"2015","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","75.9","","","","1"
"2016","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","75.9","","","","1"
"2017","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","76.3","","","","1"
"2018","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","75.7","","","","1"
"2019","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","75.4","","","","1"
"2020","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","74.5","","","","1"
"2021","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","76.3","","","","1"
"2022","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","75.8","","","","1"
"2023","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","76.3","","","","1"
"2024","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","75.8","","","","1"
"2025","Canada","2021A000011124","Participation rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584269","1.9.7.3.3","76.1","","","","1"
"2015","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","77.8","","","","1"
"2016","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","77.5","","","","1"
"2017","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","77.7","","","","1"
"2018","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","77.3","","","","1"
"2019","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","76.9","","","","1"
"2020","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","75.7","","","","1"
"2021","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","77.4","","","","1"
"2022","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","76.7","","","","1"
"2023","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","77.4","","","","1"
"2024","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","77.1","","","","1"
"2025","Canada","2021A000011124","Participation rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582650","1.9.8.1.3","77.0","","","","1"
"2015","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","81.0","","","","1"
"2016","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","80.3","","","","1"
"2017","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","80.4","","","","1"
"2018","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","80.0","","","","1"
"2019","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","79.7","","","","1"
"2020","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","78.7","","","","1"
"2021","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","80.2","","","","1"
"2022","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","79.5","","","","1"
"2023","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","79.7","","","","1"
"2024","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","80.2","","","","1"
"2025","Canada","2021A000011124","Participation rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583460","1.9.8.2.3","79.8","","","","1"
"2015","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","75.0","","","","1"
"2016","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","75.1","","","","1"
"2017","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","75.5","","","","1"
"2018","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","75.0","","","","1"
"2019","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","74.6","","","","1"
"2020","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","73.2","","","","1"
"2021","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","74.9","","","","1"
"2022","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","74.3","","","","1"
"2023","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","75.4","","","","1"
"2024","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","74.4","","","","1"
"2025","Canada","2021A000011124","Participation rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584270","1.9.8.3.3","74.7","","","","1"
"2015","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","77.9","","","","1"
"2016","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","77.9","","","","1"
"2017","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","78.1","","","","1"
"2018","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","77.6","","","","1"
"2019","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","76.8","","","","1"
"2020","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","77.1","","","","1"
"2021","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","79.1","","","","1"
"2022","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","78.7","","","","1"
"2023","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","78.3","","","","1"
"2024","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","78.9","","","","1"
"2025","Canada","2021A000011124","Participation rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582651","1.9.9.1.3","79.0","","","","1"
"2015","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","77.9","","","","1"
"2016","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","78.1","","","","1"
"2017","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","77.9","","","","1"
"2018","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","77.8","","","","1"
"2019","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","76.7","","","","1"
"2020","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","76.9","","","","1"
"2021","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","79.0","","","","1"
"2022","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","78.6","","","","1"
"2023","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","78.3","","","","1"
"2024","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","79.4","","","","1"
"2025","Canada","2021A000011124","Participation rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583461","1.9.9.2.3","79.2","","","","1"
"2015","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","77.9","","","","1"
"2016","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","77.7","","","","1"
"2017","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","78.3","","","","1"
"2018","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","77.5","","","","1"
"2019","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","77.0","","","","1"
"2020","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","77.4","","","","1"
"2021","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","79.3","","","","1"
"2022","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","78.9","","","","1"
"2023","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","78.2","","","","1"
"2024","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","78.4","","","","1"
"2025","Canada","2021A000011124","Participation rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584271","1.9.9.3.3","78.8","","","","1"
"2015","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","62.2","","","","1"
"2016","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","61.9","","","","1"
"2017","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","62.4","","","","1"
"2018","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","62.6","","","","1"
"2019","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","62.8","","","","1"
"2020","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","59.6","","","","1"
"2021","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","61.3","","","","1"
"2022","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","62.6","","","","1"
"2023","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","62.9","","","","1"
"2024","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","62.4","","","","1"
"2025","Canada","2021A000011124","Employment rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582652","1.10.1.1.3","61.9","","","","1"
"2015","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","67.5","","","","1"
"2016","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","67.0","","","","1"
"2017","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","67.4","","","","1"
"2018","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","67.6","","","","1"
"2019","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","67.8","","","","1"
"2020","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","64.6","","","","1"
"2021","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","66.3","","","","1"
"2022","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","67.3","","","","1"
"2023","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","67.6","","","","1"
"2024","Canada","2021A000011124","Employment rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583462","1.10.1.2.3","67.0","","","","1"
